306 0 {}
306 2 {}
0 830 {}
410 2 {}
350 2 {}
1092 2 {}
16 2 {}
2 1734 {}
2 3574 {}
2 3774 {}
2 34 {}
2 2396 {}
2 1246 {}
2 154 {}
2 496 {}
2 2214 {}
2 772 {}
2 1560 {}
2 24 {}
2 204 {}
2 272 {}
2 442 {}
2 42 {}
2 326 {}
2 96 {}
2 518 {}
2 548 {}
2 58 {}
2 176 {}
2 102 {}
2 14 {}
2 212 {}
